type,x,y
1,1024,60
1,1212,110
1,1414,199
1,1361,262
1,1308,250
1,1294,295
1,1255,264
1,1200,254
1,939,202
1,903,168
1,814,254
1,250,307
1,197,360
1,149,384
1,108,401
1,489,430
1,648,310
1,1012,291
1,1127,408
1,1043,430
1,1477,288
1,1441,449
1,1390,418
1,1301,481
1,1245,449
1,1229,464
1,1127,507
1,1029,543
1,1012,543
1,894,517
1,886,485
1,985,579
1,792,637
1,559,536
1,195,675
1,385,627
1,334,745
1,351,779
1,588,779
1,706,716
1,641,666
1,279,716
1,245,699
1,751,848
1,804,935
1,833,983
1,882,947
1,961,899
1,139,1067
1,262,870
1,306,870
1,310,887
1,171,875
1,81,995
1,96,1123
1,69,1238
1,412,1142
1,344,1127
1,361,1171
1,482,1262
1,291,1286
1,173,1339
1,279,1411
1,306,1457
1,342,1474
1,368,1563
1,513,1399
1,441,1527
1,2152,517
1,2043,574
1,2079,502
1,1973,622
1,2000,673
1,2050,637
1,2123,613
1,2217,620
1,2366,634
1,2359,630
1,2441,594
1,2431,620
1,2470,507
1,2528,416
1,2655,401
1,2631,456
1,2583,507
1,2675,586
1,2759,632
1,2636,726
1,2573,743
1,2559,654
1,2400,719
1,2436,791
1,2234,776
1,2200,798
1,2181,769
1,2041,747
1,2436,721
1,2193,572
1,2053,846
1,2079,858
1,2188,1043
1,2342,1243
1,2378,1248
1,2385,1284
1,2306,1094
1,2284,1416
1,2241,1445
1,2147,1483
1,2142,1519
1,1952,1758
1,1923,1731
1,1513,1132
1,1308,1255
1,1272,1289
1,1332,1339
1,1250,1414
1,1236,1402
1,1207,1423
1,1212,1447
1,1200,1500
1,1248,1548
1,1306,1553
1,1337,1527
1,1347,1462
1,1327,1418
1,1397,1659
1,1323,1693
1,1342,1702
1,1339,1731
1,1289,1726
1,1311,1770
1,1168,1726
1,1270,1847
1,1180,1991
1,1120,1972
1,1405,1880
1,1486,1791
1,1448,1762
1,1648,1779
1,1465,2012
1,1544,2010
1,1602,2032
1,1525,2044
1,1882,1916
1,1511,358
1,913,521
1,371,639
1,682,798
1,657,750
1,679,865
1,108,1204
1,691,1317
1,713,1411
1,643,1373
1,595,1500
1,515,1493
1,392,1515
1,414,1548
1,2009,524
1,1932,615
1,2359,728
1,2658,639
1,2716,454
1,2631,805
1,1935,856
1,2014,860
1,1978,986
1,2014,981
1,2106,1570
1,1682,1940
1,1385,2020
1,1325,1599
1,1364,1517
1,1209,1479
1,1518,1272
2,1094,33
2,1118,36
2,1120,67
2,1091,67
2,1156,57
2,1154,40
2,1127,88
2,1101,120
2,1062,129
2,1019,144
2,988,144
2,971,144
2,939,151
2,942,64
2,973,67
2,906,125
2,896,103
2,836,165
2,804,165
2,792,192
2,766,175
2,737,175
2,761,214
2,749,204
2,720,221
2,797,226
2,790,252
2,751,252
2,836,214
2,882,204
2,867,242
2,906,218
2,942,223
2,976,163
2,1065,146
2,1060,173
2,1154,146
