type,x,y
1,462,287
1,511,301
1,481,310
1,554,339
1,549,374
1,518,441
1,875,350
1,1495,446
1,945,373
2,230,310
2,238,297
2,220,291
2,238,273
2,208,277
2,188,257
2,180,269
2,163,271
2,165,281
2,140,289
2,152,311
2,168,302
2,187,307
2,128,319
2,137,339
2,125,338
2,108,317
2,96,319
2,60,337
2,69,354
2,51,363
2,101,341
2,119,353
2,148,357
2,176,341
2,232,338
2,244,325
2,161,379
2,183,378
2,165,394
2,111,409
2,103,429
2,115,466
2,149,429
2,181,473
2,160,486
2,153,466
2,129,526
2,109,527
2,123,541
2,108,562
2,128,567
2,96,589
2,91,571
2,75,549
2,72,529
2,57,537
2,56,558
2,115,589
2,167,577
2,163,558
2,151,547
2,173,539
2,184,555
2,204,543
2,205,511
2,196,499
2,184,513
2,214,489
2,221,495
2,173,451
2,192,422
2,202,401
2,229,389
2,222,361
2,254,342
2,274,318
2,310,318
2,274,349
2,268,386
2,244,413
2,234,425
2,249,434
2,269,437
2,272,461
2,253,463
2,264,474
2,289,463
2,317,457
2,304,443
2,318,441
2,334,414
2,362,426
2,346,406
2,337,389
2,358,375
2,297,366
2,309,351
2,324,338
2,336,357
2,342,334
2,337,310
2,324,317
2,361,305
2,366,311
2,357,326
2,361,343
2,384,335
2,390,331
2,394,350
2,397,306
2,414,297
2,429,283
2,381,411
2,382,389
2,394,387
2,417,366
2,427,346
2,427,325
2,429,371
2,451,359
2,479,343
2,463,326
2,454,310
2,474,270
2,491,269
2,495,282
2,517,345
2,525,338
2,463,383
2,463,410
2,426,406
2,501,409
2,523,407
2,344,445
2,494,445
2,465,447
2,465,471
2,499,475
2,483,494
2,491,509
2,511,515
2,543,510
2,545,478
2,543,445
2,466,507
2,558,415
2,582,431
2,571,399
2,566,370
2,546,361
2,570,335
2,558,318
2,545,311
2,523,285
2,537,285
2,515,261
2,523,250
2,519,233
2,537,262
2,546,259
2,559,285
2,582,305
2,602,315
2,597,291
2,585,263
2,570,246
2,555,245
2,586,223
2,590,238
2,598,235
2,601,218
2,622,218
2,636,226
2,642,214
2,643,197
2,656,199
2,671,207
2,671,222
2,676,231
2,651,241
2,634,243
2,618,249
2,620,258
2,627,277
2,628,291
2,639,266
2,662,254
2,679,266
2,696,261
2,684,238
2,708,235
2,688,199
2,695,198
2,686,186
2,696,173
2,738,174
2,736,166
2,747,165
2,513,489
2,531,491
2,776,183
2,782,174
2,790,163
2,820,150
2,831,135
2,853,129
2,860,121
2,873,117
2,875,135
2,859,143
2,881,142
2,885,149
2,901,131
2,904,146
2,897,115
2,915,119
2,935,142
2,916,167
2,893,165
2,855,182
2,831,173
2,827,189
2,827,203
2,808,218
2,784,210
2,783,227
2,790,254
2,807,241
2,835,227
2,857,237
2,865,265
2,845,253
2,851,197
2,871,197
2,895,198
2,913,182
2,932,175
2,947,182
2,952,169
2,961,154
2,964,190
2,960,219
2,947,207
2,933,217
2,897,225
2,889,243
2,912,243
2,925,259
2,908,269
2,895,262
2,852,285
2,873,297
2,920,286
2,917,297
2,935,309
2,955,307
2,956,291
2,949,269
2,916,321
2,913,333
2,984,215
2,1001,237
2,1021,249
2,1026,274
2,1014,310
2,991,309
2,983,290
2,1003,326
2,976,319
2,976,335
2,960,314
2,971,354
2,1000,382
2,947,359
2,925,369
2,935,389
2,959,403
2,879,391
2,856,405
2,849,422
2,880,411
2,893,415
2,871,429
2,865,462
2,821,458
2,805,455
2,808,483
2,779,503
2,770,518
2,783,426
2,798,421
2,766,423
2,768,442
2,744,431
2,712,435
2,710,467
2,738,493
2,747,497
2,744,511
2,726,519
2,758,531
2,744,541
2,698,543
2,678,574
2,686,510
2,635,527
2,666,439
2,690,613
2,710,625
2,695,645
2,676,654
2,660,666
2,626,666
2,686,674
2,667,686
2,707,662
2,739,678
2,735,697
2,774,675
2,780,645
2,775,634
2,754,633
2,735,619
2,739,597
2,723,575
2,735,559
2,724,557
2,754,546
2,774,563
2,770,594
2,788,602
2,816,587
2,815,569
2,798,543
2,820,537
2,836,526
2,848,538
2,844,513
2,825,489
2,864,499
2,877,513
2,892,494
2,888,478
2,908,482
2,924,482
2,921,465
2,908,458
2,929,451
2,941,435
2,956,455
2,956,474
2,833,623
2,861,601
2,848,643
2,837,662
2,816,673
2,871,662
2,888,641
2,907,629
2,913,603
2,931,603
2,949,609
2,928,574
2,959,581
2,953,562
2,937,549
2,967,551
2,981,554
2,929,514
2,953,518
2,975,505
2,991,493
2,999,515
2,980,622
2,965,638
2,936,645
2,955,674
2,947,683
2,963,690
2,991,690
2,1009,683
2,1010,657
2,1003,627
2,1029,641
2,1050,650
2,1009,597
2,1093,655
2,1097,679
2,1108,693
2,1109,630
2,1141,638
2,1141,615
2,1117,598
2,1080,598
2,1044,575
2,1146,583
2,1130,567
2,1105,559
2,1110,538
2,1097,539
2,1058,563
2,1053,542
2,1022,525
2,1034,514
2,1056,510
2,1053,487
2,1054,481
2,1018,485
2,1033,473
2,989,477
2,1010,453
2,1033,443
2,984,437
2,992,426
2,1018,401
2,1162,562
2,1145,550
2,1148,534
2,1150,519
2,1176,509
2,1190,523
2,1118,479
2,1065,458
2,1089,435
2,1113,433
2,1082,425
2,1078,406
2,1056,383
2,1041,353
2,1064,347
2,1046,329
2,1057,303
2,1056,283
2,1088,310
2,1116,317
2,1105,350
2,1109,378
2,1069,370
2,1106,410
2,1130,415
2,1150,415
2,1172,410
2,1157,393
2,1158,369
2,1136,354
2,1160,322
2,1180,341
2,1201,337
2,1201,351
2,1205,374
2,1184,374
2,1211,402
2,1238,397
2,1246,405
2,1254,382
2,1241,365
2,1229,354
2,1231,338
2,1255,331
2,1229,318
2,1277,367
2,1267,407
2,1293,401
2,1289,411
2,1305,414
2,1305,430
2,1325,415
2,1329,395
2,1306,385
2,1310,373
2,1345,387
2,1337,359
2,1331,346
2,1322,327
2,1309,319
2,1283,327
2,1250,318
2,1314,301
2,1341,305
2,1357,318
2,1351,342
2,1369,354
2,1362,369
2,1371,374
2,1367,394
2,1342,431
2,1329,439
2,1408,363
2,1385,358
2,1422,347
2,1424,329
2,1385,333
2,1424,307
2,1406,286
2,1386,274
2,1402,271
2,1408,245
2,1435,265
2,1451,291
2,1450,318
2,1450,334
2,1474,291
2,1474,253
2,1496,262
2,1438,238
2,1447,217
2,1476,211
2,1490,202
2,1507,193
2,1496,171
2,1482,169
2,1471,185
2,1456,178
2,1530,133
2,1527,149
2,1530,166
2,1543,175
2,1556,149
2,1559,130
2,1586,107
2,1592,121
2,1600,127
2,1579,131
2,1584,143
2,1567,163
2,1615,138
2,1611,158
2,1633,161
2,1620,177
2,1538,207
2,1563,183
2,1582,210
2,1563,222
2,1542,242
2,1528,242
2,1531,255
2,1498,290
2,1520,289
2,1555,271
2,1583,255
2,1598,221
2,1621,222
2,1492,337
2,1534,326
2,1546,322
2,1535,301
2,1559,287
2,1574,279
2,1580,310
2,1599,297
2,1600,269
2,1641,202
2,1665,166
2,1672,185
2,1641,109
2,1648,94
2,1665,81
2,1663,65
2,1679,65
2,1675,98
2,1669,121
2,1693,105
2,1689,118
2,1703,129
2,1716,126
2,1728,142
2,1736,122
2,1759,129
2,1733,163
2,1733,178
2,1708,191
2,1708,171
2,1651,243
2,1668,219
2,1687,226
2,1672,247
2,1688,250
2,1705,254
2,1693,270
2,1672,269
2,1641,261
2,1637,282
2,1607,334
2,1560,341
2,1558,354
2,1665,331
2,1645,306
2,1675,309
2,1695,291
2,1709,281
2,1729,314
2,1737,307
2,1711,339
2,1743,355
2,1748,337
2,805,393
2,815,379
2,828,365
2,849,339
2,873,319
2,582,490
2,585,526
2,547,554
2,514,561
2,499,555
2,483,565
2,459,546
2,1487,361
2,1482,393
2,1520,389
2,1523,403
2,1551,379
2,1563,403
2,1583,409
2,1584,381
2,1700,349
2,1649,382
2,1668,386
2,1641,401
2,1629,401
2,1667,403
2,1673,431
2,1681,417
2,1716,393
2,1716,403
2,1748,409
2,1757,433
2,1749,435
2,1739,446
2,1780,437
2,1797,451
2,1808,441
2,1805,466
2,1812,481
2,1773,489
2,1753,490
2,1760,471
2,1727,475
2,1748,497
2,1747,522
2,1805,525
2,1775,534
2,1775,567
2,1747,554
2,1744,565
2,1727,543
2,1715,515
2,1685,515
2,1701,491
2,1692,443
2,1676,454
2,1645,419
2,1616,427
2,1628,447
2,1643,447
2,1656,450
2,1656,465
2,1667,475
2,1661,487
2,1637,485
2,1645,510
2,1632,499
2,1629,513
2,1616,494
2,1612,463
2,1594,462
2,1574,470
2,1556,453
2,1587,435
2,1538,454
2,1559,475
2,1507,470
2,1479,459
2,1463,459
2,1476,489
2,1515,491
2,1649,549
2,1668,545
2,1693,574
2,1673,563
2,1669,575
2,1649,579
2,1636,590
2,1623,567
2,1596,566
2,1602,581
2,1615,537
2,1587,530
2,1580,497
2,1609,649
2,1602,633
2,1586,611
2,1568,574
2,1563,546
2,1550,546
2,1554,529
2,1532,529
2,1435,478
2,1434,454
2,1474,497
2,1472,514
2,1504,527
2,1515,551
2,1523,566
2,1531,575
2,1543,586
2,1558,605
2,1574,625
2,1563,635
2,1564,645
2,1564,663
2,1548,654
2,1551,621
2,1531,633
2,1530,617
2,1519,601
2,1495,615
2,1500,625
2,1502,650
2,1483,651
2,1471,615
2,1480,554
2,1471,549
2,1455,537
2,1464,563
2,1450,586
2,1435,557
2,1439,583
2,1419,541
2,1426,522
2,1426,505
2,1402,513
2,1378,519
2,1362,531
2,1342,535
2,1331,542
2,1338,569
2,1323,565
2,1323,571
2,1325,595
2,1327,613
2,1345,637
2,1358,649
2,1377,655
2,1375,630
2,1362,606
2,1379,590
2,1381,607
2,1359,581
2,1370,550
2,1395,567
2,1427,630
2,1406,633
2,1444,649
