type,x,y
1,657,105
1,578,123
1,581,205
1,566,235
1,627,292
1,694,138
1,767,205
1,535,268
1,511,141
1,264,250
1,401,305
1,569,468
1,673,474
1,737,483
1,944,311
1,352,565
1,304,629
1,124,547
1,87,665
1,197,717
1,505,1111
1,404,1123
1,285,1050
1,249,1138
1,291,1201
1,819,726
1,825,759
1,779,617
1,1155,732
1,1255,617
1,1469,632
1,1640,626
1,1676,617
1,1765,629
1,1765,602
1,1795,623
1,1935,641
1,1975,668
1,1945,668
1,1908,674
1,2042,592
1,2103,541
1,2128,499
1,2170,492
1,2143,456
1,2167,383
1,2173,332
1,2118,308
1,2149,262
1,2140,147
1,2225,83
1,2356,23
1,2332,180
1,2298,180
1,2307,244
1,2271,217
1,2274,299
1,2286,347
1,2332,426
1,2259,517
1,2152,617
1,2088,686
1,2015,747
1,1920,729
1,1969,820
1,1932,808
1,2054,850
1,1877,838
1,1914,926
1,1707,798
1,1664,814
1,1524,702
1,1722,944
1,1676,998
1,1533,962
1,1469,944
1,1545,1014
1,1432,835
1,1408,768
1,1325,892
1,1331,950
1,1386,1017
1,1307,1011
1,1170,850
1,355,1277
1,517,1277
1,477,1359
1,645,1498
1,416,1489
1,447,1686
1,496,1762
1,496,1877
1,746,1956
1,660,1989
1,874,1932
1,889,1607
1,984,1920
1,1039,1895
1,1185,1623
1,1240,1553
1,1142,1465
1,1081,1377
1,1008,1311
1,1322,1647
1,1447,1553
1,1475,1544
1,1536,1541
1,1563,1520
1,1548,1511
1,1551,1486
1,1530,1477
1,1579,1498
1,1582,1462
1,1582,1444
1,1618,1453
1,1630,1411
1,1682,1374
1,1710,1450
1,1740,1495
1,1768,1532
1,1789,1523
1,1743,1432
1,1786,1435
1,1792,1423
1,1792,1392
1,1755,1386
1,1819,1371
1,1819,1438
1,1762,1301
1,1795,1292
1,1792,1244
1,1865,1211
1,1884,1086
1,1908,1098
1,1844,1086
1,1777,1068
1,1978,1117
1,1948,1056
1,1987,1029
1,2009,980
1,2063,1053
1,2042,1092
1,2131,1153
1,2185,1117
1,2237,1132
1,2237,1217
1,2216,1180
1,2210,1208
1,2167,1205
1,2036,1208
1,2338,1108
1,2356,1147
1,2274,1292
1,2213,1344
1,2182,1374
1,2201,1404
1,2204,1417
1,2207,1435
1,2231,1447
1,2326,1495
1,2320,1568
1,2329,1586
1,2353,1611
1,2329,1620
1,2320,1586
1,2329,1653
1,2307,1647
1,2372,1644
1,2368,1901
1,2368,1935
1,2368,1732
1,1841,1480
1,1078,1671
1,603,1601
1,1091,671
1,1716,620
1,1771,695
1,1810,659
1,1743,759
1,2237,196
1,2323,108
1,2015,795
1,1844,989
1,1667,914
1,1643,1108
1,1701,1105
1,1673,1159
1,1646,938
1,2161,1044
1,1795,1214
1,2051,1368
1,2106,1359
1,1945,1386
1,2274,1471
1,1682,1332
1,1292,959
1,1200,971
1,1200,983
1,1130,980
1,1081,1098
1,1097,1111
1,1213,1080
1,1341,1053
1,1280,1050
1,359,1180
1,404,1329
1,908,1659
1,718,2041
1,1081,1435
1,612,1553
1,938,1671
1,1072,1853
2,737,162
2,749,241
2,721,217
2,685,217
2,670,162
2,621,144
2,526,126
2,535,96
2,484,162
2,508,241
2,456,250
2,447,286
2,328,226
2,340,265
2,374,199
2,426,199
2,246,286
2,209,308
2,270,350
2,197,350
2,151,356
2,218,426
2,176,474
2,124,435
2,133,486
2,78,520
2,166,577
2,185,638
2,96,599
2,105,674
2,258,668
2,258,756
2,337,702
2,279,499
2,362,489
2,416,474
2,447,453
2,459,471
2,450,408
2,395,371
2,499,344
2,535,329
2,740,347
2,758,299
2,889,256
2,868,320
2,807,347
2,795,392
2,755,423
2,703,429
2,813,465
2,843,432
2,868,383
2,932,399
2,941,432
2,959,474
2,911,520
2,862,492
2,981,371
2,1051,447
2,1048,465
2,1014,492
2,1097,474
2,1097,499
2,1091,535
2,1066,508
2,1066,550
2,1045,541
2,1191,568
2,1167,599
2,1136,553
2,1130,580
2,1139,620
2,1213,674
2,1298,632
2,1331,659
2,1338,629
2,1335,580
2,1264,559
2,1408,629
2,1408,653
2,1402,677
2,1371,668
2,1432,714
2,1521,641
2,1521,668
2,1496,635
2,1582,650
2,1667,680
2,1630,705
2,1640,720
2,1664,735
2,1755,647
2,1728,698
2,1743,729
2,1798,762
2,1850,689
2,1868,662
2,1890,650
2,1847,632
2,1832,617
2,1896,711
2,1877,777
2,1841,792
2,1972,759
2,1999,629
2,2015,592
2,2060,620
2,2088,599
2,2063,550
2,2124,562
2,2146,583
2,2176,550
2,2179,532
2,2182,456
2,2189,417
2,2155,395
2,2149,417
2,2164,371
2,2146,344
2,2143,311
2,2167,289
2,2143,244
2,2137,226
