type,x,y
1,1261,558
1,981,464
1,1013,520
1,1079,528
1,1135,616
1,1049,654
1,1267,846
1,783,840
1,827,970
1,893,1116
1,1263,1238
1,387,1204
1,585,1316
1,593,1356
1,499,1448
1,505,1478
1,579,1528
1,489,1544
1,1283,970
1,611,1094
1,519,1518
1,843,1674
1,299,1656
1,343,1702
1,247,1858
1,73,2260
1,1250,1490
1,1235,1504
1,1081,1664
2,1169,22
2,1167,58
2,1183,60
2,1223,90
2,1265,54
2,1291,62
2,1279,34
2,1275,96
2,1151,94
2,1167,116
2,1209,130
2,1203,144
2,1239,136
2,1263,136
2,1237,146
2,1227,164
2,1231,178
2,1261,156
2,1295,162
2,1191,182
2,1169,162
2,1159,182
2,1177,218
2,1111,164
2,1111,188
2,1091,214
2,1101,222
2,1085,234
2,1067,254
2,1045,264
2,1027,268
2,1043,292
2,1133,258
2,1131,286
2,1163,248
2,1171,272
2,1173,288
2,1165,304
2,1141,302
2,1203,246
2,1229,234
2,1235,262
2,1237,282
2,1073,322
2,1077,336
2,1045,334
2,1011,312
2,1009,340
2,1025,368
2,1067,372
2,981,370
2,953,332
2,951,348
2,941,368
2,949,386
2,983,396
2,929,414
2,973,410
2,1017,396
2,1051,398
2,1047,436
2,995,434
2,959,446
2,1013,458
2,1065,470
2,1099,426
2,1133,406
2,1161,396
2,1205,334
2,1197,306
2,1249,308
2,1265,330
2,1265,360
2,1241,344
2,1295,340
2,1319,356
2,1329,350
2,1293,398
2,1273,394
2,1275,414
2,1217,390
2,1225,410
2,1199,416
2,1159,418
2,1165,436
2,1143,444
2,1209,442
2,1051,502
2,1015,498
2,975,528
2,909,436
2,869,448
2,855,470
2,829,522
2,803,524
2,835,542
2,805,550
2,869,534
2,869,542
2,909,538
2,913,556
2,937,578
2,899,596
2,825,584
2,825,622
2,877,618
2,931,604
2,931,622
2,933,634
2,915,634
2,921,658
2,949,660
2,909,684
2,973,670
2,973,636
2,951,602
2,991,580
2,991,554
2,1021,556
2,1037,588
2,1031,606
2,1001,598
2,1101,550
2,1101,520
2,1107,496
2,1125,506
2,1159,502
2,1159,520
2,1167,544
2,1135,538
2,1189,506
2,1213,476
2,1235,444
2,1253,454
2,1287,464
2,1307,430
2,1335,462
2,1333,434
2,1277,506
2,1247,528
2,1227,520
2,1197,530
2,1217,554
2,1285,542
2,1303,504
2,1195,570
2,1215,598
2,1165,584
2,1143,584
2,1109,582
2,1165,602
2,1197,630
2,1177,620
2,1171,644
2,1135,636
2,1103,626
2,1075,604
2,1075,622
2,1069,562
2,1275,612
2,1263,634
2,1249,644
2,1229,642
2,1173,674
2,1113,654
2,1127,682
2,1099,688
2,1029,698
2,1057,724
2,739,552
2,741,576
2,721,566
2,707,612
2,785,630
2,755,634
2,743,658
2,717,672
2,693,684
2,701,698
2,707,718
2,729,698
2,759,670
2,795,680
2,755,712
2,763,746
2,747,766
2,827,710
2,829,732
2,859,716
2,853,756
2,913,748
2,927,726
2,865,776
2,881,774
2,877,792
2,867,806
2,887,818
2,863,824
2,837,824
2,809,830
2,951,740
2,981,740
2,1013,746
2,975,712
2,1029,746
2,1099,746
2,1123,732
2,1139,754
2,1123,772
2,1151,732
2,1179,724
2,1215,706
2,1241,688
2,1273,682
2,1323,664
2,1317,694
2,1351,730
2,1251,742
2,1229,738
2,1237,762
2,1211,758
2,1199,766
2,1165,782
2,1253,784
2,1301,782
