type,x,y
1,187,1788
1,76,1880
1,170,2180
1,129,2209
1,269,1958
1,310,1941
1,755,1856
1,815,1595
1,916,1575
1,948,1532
1,627,1382
1,772,803
1,675,745
1,752,685
1,842,661
1,815,619
1,629,726
1,892,1515
1,636,1195
1,699,1234
1,1634,837
1,887,363
2,83,2163
2,122,2096
2,81,2069
2,49,2016
2,122,2033
2,146,1975
2,69,1948
2,214,1987
2,88,1820
2,190,1737
2,168,1721
2,243,1607
2,281,1624
2,347,1602
2,269,1554
2,327,1503
2,252,1716
2,301,1740
2,320,1699
2,392,1742
2,383,1788
2,339,1774
2,255,1926
2,322,1880
2,361,1904
2,375,1827
2,407,1846
2,407,1929
2,417,1965
2,446,1979
2,453,1895
2,503,1992
2,547,2038
2,520,1982
2,634,2057
2,697,2018
2,656,1979
2,644,1929
2,496,1885
2,532,1854
2,552,1842
2,595,1880
2,612,1871
2,590,1822
2,653,1817
2,702,1856
2,718,1875
2,801,1868
2,892,1888
2,846,1880
2,769,1813
2,750,1786
2,718,1829
2,639,1774
2,677,1764
2,721,1745
2,673,1716
2,615,1721
2,607,1730
2,496,1733
2,513,1730
2,494,1694
2,491,1658
2,446,1629
2,380,1662
2,436,1689
2,409,1551
2,455,1529
2,484,1568
2,496,1607
2,506,1575
2,542,1566
2,552,1532
2,540,1515
2,528,1495
2,545,1624
2,547,1672
2,566,1638
2,607,1626
2,586,1558
2,612,1587
2,644,1604
2,629,1672
2,656,1667
2,665,1694
2,685,1660
2,689,1616
2,668,1614
2,730,1643
2,755,1694
2,781,1754
2,817,1779
2,822,1832
2,926,1820
2,919,1798
2,861,1730
2,863,1764
2,842,1696
2,801,1711
2,788,1660
2,897,1679
2,861,1677
2,1013,1704
2,1078,1730
2,999,1648
2,1110,1667
2,1073,1626
2,1059,1600
2,1040,1568
2,1023,1522
2,986,1483
2,948,1488
2,953,1462
2,851,1633
2,856,1590
2,900,1614
2,907,1578
2,871,1544
2,822,1527
2,822,1500
2,796,1534
2,767,1549
2,762,1583
2,796,1578
2,815,1578
2,740,1505
2,699,1561
2,663,1551
2,617,1549
2,574,1505
2,578,1481
2,605,1510
2,644,1491
2,656,1508
2,644,1447
2,615,1450
2,714,1418
2,735,1450
2,856,1430
2,820,1452
2,796,1396
2,776,1391
2,718,1350
2,711,1321
2,733,1302
2,682,1336
2,631,1343
2,595,1396
2,557,1331
2,590,1290
2,595,1283
2,627,1280
2,627,1299
2,644,1304
2,665,1304
2,648,1275
2,673,1258
2,714,1256
2,694,1195
2,718,835
2,776,769
2,813,750
2,837,750
2,846,711
2,878,632
2,830,615
2,820,571
2,793,576
2,796,603
2,629,709
2,624,687
2,605,663
2,1293,1500
2,1288,1466
2,1308,1428
2,1235,1512
2,1194,1525
2,1141,1452
2,1148,1377
2,1054,1423
2,1013,1367
2,994,1387
2,958,1367
2,960,1285
2,902,1251
2,854,1222
2,880,1166
2,830,1154
2,834,1041
2,827,987
2,849,903
2,863,881
2,875,849
2,849,845
2,941,728
2,1044,673
2,1131,680
2,1156,624
2,1124,617
2,1269,590
2,1281,651
2,1322,595
2,1351,583
2,1399,632
2,1460,665
2,1513,682
2,1508,745
2,1549,803
2,1556,895
2,1566,1009
2,1597,997
2,1619,886
2,1626,1108
2,1467,1348
2,1441,1423
2,1385,1459
2,914,438
2,965,491
2,1011,508
2,1035,462
2,1069,484
2,1122,503
2,1139,467
2,1209,455
2,1168,436
2,1245,419
2,1288,416
2,1262,358
2,1228,375
2,1296,353
2,1366,387
2,1383,341
2,1363,300
2,1349,230
2,1315,169
2,1189,126
2,1064,191
2,924,295
2,965,300
2,986,329
2,960,375
2,921,329
2,858,346
