type,x,y
1,450,539
1,402,565
1,398,675
1,528,673
1,644,681
1,667,743
1,739,985
1,781,995
1,710,993
1,733,1026
1,882,1079
1,435,1233
1,232,1376
1,226,1355
1,185,1335
1,539,760
1,129,531
1,245,423
1,284,421
1,234,392
1,402,612
1,617,1351
1,441,1484
1,3018,1326
1,2757,1528
2,118,496
2,127,481
2,154,517
2,160,550
2,181,529
2,197,510
2,183,469
2,166,433
2,197,421
2,181,398
2,236,446
2,239,462
2,274,425
2,330,462
2,278,473
2,284,508
2,261,521
2,239,554
2,224,525
2,216,552
2,276,573
2,290,577
2,327,589
2,328,614
2,307,621
2,319,496
2,373,417
2,412,427
2,419,458
2,394,452
2,390,463
2,460,440
2,561,402
2,541,450
2,495,479
2,474,510
2,433,517
2,532,513
2,549,515
2,584,467
2,615,415
2,634,467
2,595,502
2,648,502
2,714,469
2,766,473
2,760,494
2,723,519
2,679,523
2,654,540
2,681,564
2,714,579
2,733,569
2,808,500
2,803,458
2,789,539
2,783,567
2,783,583
2,768,614
2,735,614
2,714,602
2,665,598
2,605,587
2,561,585
2,543,612
2,503,583
2,460,602
2,483,548
2,460,698
2,452,723
2,406,712
2,497,698
2,505,702
2,487,739
2,551,689
2,572,696
2,617,685
2,580,612
2,615,633
2,636,631
2,700,633
2,748,650
2,789,644
2,723,712
2,739,721
2,812,683
2,818,721
2,833,752
2,866,770
2,847,800
2,818,791
2,808,770
2,791,754
2,758,756
2,719,762
2,719,789
2,565,737
2,578,723
2,642,741
2,665,729
2,688,723
2,770,800
2,799,806
2,735,839
2,708,850
2,686,835
2,679,860
2,638,910
2,636,927
2,673,927
2,715,887
2,750,870
2,789,860
2,789,887
2,826,920
2,814,972
2,764,1010
2,686,949
2,708,943
2,706,972
2,686,1006
2,671,991
2,659,956
2,878,1016
2,872,1052
2,863,1087
2,516,652
2,518,1222
2,495,1251
2,388,1239
2,373,1226
2,342,1235
2,342,1258
2,340,1270
2,334,1299
2,330,1322
2,286,1280
2,286,1328
2,253,1341
2,232,1316
2,197,1291
2,193,1303
2,164,1295
2,185,1274
2,179,1337
2,185,1370
2,201,1360
2,267,1364
2,305,1399
2,332,1382
2,340,1424
2,375,1384
2,379,1334
2,387,1289
2,404,1347
2,435,1330
2,476,1287
2,499,1276
2,535,1258
2,541,1283
2,520,1310
2,611,1291
2,607,1324
2,479,1339
2,547,1359
2,582,1364
2,555,1397
2,503,1407
2,524,1439
2,503,1449
2,481,1426
2,445,1457
2,427,1434
2,414,1387
2,388,1464
2,510,1370
2,481,1387
2,2734,1328
2,2732,1318
2,2768,1316
2,2788,1339
2,2813,1328
2,2857,1330
2,2844,1285
2,2869,1232
2,2869,1253
2,2890,1249
2,2923,1243
2,2952,1222
2,2989,1222
2,2999,1230
2,2974,1247
2,2937,1253
2,2929,1274
2,2906,1301
2,2869,1307
2,2883,1332
2,2908,1320
2,2914,1343
2,2943,1305
2,2974,1282
2,2958,1314
2,2989,1326
2,2983,1368
2,2939,1359
2,2896,1366
2,2898,1384
2,2865,1376
2,2834,1376
2,2817,1391
2,2768,1401
2,2738,1395
2,2757,1430
2,2743,1451
2,2759,1472
2,2774,1541
2,2782,1566
2,2749,1586
2,2747,1549
2,2772,1605
2,2786,1599
2,2792,1624
2,2823,1634
2,2815,1563
2,2821,1505
2,2819,1451
2,2788,1449
2,2838,1474
2,2856,1461
2,2881,1437
2,2867,1416
2,2917,1403
2,2945,1386
2,2981,1389
2,3063,1378
2,3045,1414
2,3012,1432
2,2966,1436
2,2948,1428
2,2931,1457
2,2910,1476
2,2900,1507
2,2840,1532
2,2854,1553
2,2904,1576
2,2939,1559
2,2927,1534
2,2931,1499
2,2947,1511
2,2943,1463
2,2972,1495
2,2997,1470
2,3028,1459
2,3043,1499
2,2977,1522
2,2977,1559
2,2976,1601
2,2968,1642
2,2952,1672
2,2964,1699
2,3032,1699
2,3016,1682
2,2995,1665
2,2976,1642
2,2991,1599
2,3020,1618
2,3036,1653
2,3039,1605
2,3006,1578
2,3024,1553
2,3014,1507
2,3008,1522
2,2852,1657
2,2881,1670
2,2898,1688
2,3032,1249
2,3032,1303
2,3049,1334
2,3020,1351
