type,x,y
1,446,39
1,376,43
1,323,129
1,286,113
1,276,86
1,229,149
1,193,189
1,153,269
1,529,176
1,492,116
1,715,342
1,749,299
1,792,406
1,785,532
1,949,382
1,975,1115
1,1002,1135
1,962,1265
1,889,1218
1,885,1318
1,849,1361
1,815,1325
1,752,1365
1,699,1338
1,815,1252
1,785,1232
1,839,1078
1,729,1118
1,699,1092
1,636,1128
1,2201,872
1,2340,1085
1,2454,1102
1,2397,1185
1,2570,1208
1,2490,1415
1,2427,1405
1,2504,1481
1,2480,1551
1,2430,1531
1,2420,1641
1,2384,1661
1,2327,1625
1,2390,1575
1,2464,1578
1,2340,2027
1,2167,1974
1,1808,1904
1,1701,2001
1,1744,1351
1,1808,2464
1,1558,2677
1,1605,2770
1,1541,2793
1,1545,2847
1,1578,2737
1,1638,2977
1,1791,2890
1,1838,2927
1,909,406
1,705,1282
1,646,1341
1,672,1178
1,929,1292
1,2467,1418
1,2274,1428
1,1918,1758
1,1708,2657
1,1625,2903
1,1771,2983
2,479,53
2,516,73
2,556,79
2,392,83
2,216,199
2,246,209
2,286,219
2,246,246
2,126,333
2,139,389
2,119,389
2,99,419
2,179,392
2,213,426
2,229,406
2,286,346
2,309,326
2,356,319
2,289,439
2,316,263
2,376,276
2,439,293
2,472,159
2,422,93
2,592,163
2,612,189
2,572,206
2,579,269
2,636,283
2,592,336
2,532,382
2,462,486
2,389,509
2,536,432
2,609,469
2,622,409
2,652,362
2,765,376
2,815,349
2,832,372
2,859,426
2,829,412
2,902,369
2,646,619
2,512,569
2,576,632
2,592,692
2,636,682
2,539,699
2,812,609
2,869,542
2,949,682
2,962,722
2,842,705
2,819,662
2,752,699
2,749,759
2,719,762
2,725,842
2,682,792
2,646,855
2,589,869
2,572,932
2,589,969
2,529,939
2,522,1005
2,589,1018
2,669,942
2,669,962
2,702,982
2,712,1008
2,729,965
2,829,979
2,849,882
2,869,875
2,832,759
2,942,842
2,982,829
2,985,902
2,952,895
2,1065,852
2,1068,905
2,1048,662
2,1138,825
2,1162,909
2,1135,915
2,1135,952
2,1108,965
2,1092,945
2,1085,979
2,1058,992
2,1055,1028
2,1012,1015
2,962,1002
2,942,975
2,965,949
2,1002,939
2,879,1018
2,839,1038
2,749,1038
2,669,1042
2,682,1062
2,529,1152
2,556,1098
2,589,1058
2,419,1135
2,459,1152
2,432,1172
2,429,1198
2,123,1082
2,166,1105
2,113,1128
2,106,1145
2,153,1175
2,213,1102
2,223,1168
2,226,1228
2,286,1198
2,313,1155
2,342,1098
2,349,1195
2,356,1168
2,389,1215
2,452,1252
2,472,1285
2,572,1335
2,549,1248
2,609,1195
2,769,1178
2,792,1152
2,885,1138
2,949,1175
2,1002,1215
2,855,1302
2,839,1348
2,925,1348
2,852,1235
2,885,1255
2,672,456
2,266,286
2,792,489
2,2117,895
2,2204,912
2,2244,899
2,2244,849
2,2291,899
2,2151,979
2,2091,942
2,2124,1048
2,2054,1038
2,2041,1058
2,2094,1112
2,2214,952
2,2257,999
2,2340,972
2,2354,1038
2,2434,1005
2,2484,1112
2,2537,1125
2,2547,1168
2,2544,1245
2,2484,1232
2,2550,1262
2,2590,1265
2,2467,1268
2,2387,1262
2,2211,1028
2,2214,1078
2,2197,1135
2,2177,1165
2,2151,1198
2,2084,1215
2,2081,1165
2,2231,1155
2,2194,1232
2,2147,1295
2,2084,1295
2,2157,1338
2,2337,1335
2,2370,1308
2,2480,1328
2,2277,1381
2,2304,1461
2,2364,1431
2,2380,1485
2,2364,1538
2,2460,1601
2,2444,1471
2,2234,1485
2,2184,1455
2,2171,1411
2,2101,1348
2,2311,1555
2,1541,982
2,1495,975
2,1408,1062
2,1505,1035
2,1551,1042
2,1575,995
2,1621,992
2,1678,1022
2,1751,1045
2,1718,1105
2,1771,1108
2,1861,1145
2,1784,1175
2,1741,1202
2,1621,1068
2,1591,1105
2,1521,1112
2,1521,1125
2,1548,1165
2,1578,1165
2,1302,1205
2,1312,1238
2,1282,1268
2,1252,1295
2,1255,1338
2,1275,1385
2,1278,1455
2,1258,1441
2,1238,1425
2,1325,1391
2,1398,1332
2,1378,1305
2,1405,1265
2,1388,1222
2,1345,1228
2,1435,1112
2,1441,1208
2,1455,1265
2,1481,1401
2,1421,1405
2,1391,1438
2,1351,1405
2,1332,1438
2,1305,1528
2,1365,1558
2,1428,1561
2,1431,1481
2,1525,1451
2,1575,1401
2,1605,1398
2,1638,1318
2,1638,1282
2,1591,1205
2,1724,1245
2,1858,1268
2,1858,1198
2,1884,1298
2,1878,1348
2,1928,1341
2,1978,1361
2,1954,1388
2,1954,1435
2,1904,1445
2,1891,1455
2,1864,1398
2,1828,1418
2,1811,1381
2,1724,1378
2,1674,1378
2,1761,1421
2,1731,1431
2,1711,1488
2,1678,1495
2,1641,1498
2,1655,1468
2,1621,1461
2,1495,1525
2,1461,1558
2,1481,1605
2,1495,1658
2,1578,1571
2,1581,1521
2,1595,1618
2,1555,1591
2,1555,1661
2,1538,1758
2,1621,1711
2,1635,1661
2,1658,1641
2,1698,1538
2,1674,1568
2,1704,1628
2,1751,1608
2,1828,1608
2,1841,1565
2,1834,1518
2,1818,1455
2,1921,1505
2,1918,1555
2,1961,1531
2,1988,1471
2,2041,1455
2,2027,1511
2,2004,1581
2,1928,1601
2,1844,1628
2,1778,1628
2,1741,1665
2,1708,1688
2,1651,1771
2,1578,1814
2,1585,1871
2,1628,1921
2,1661,1954
2,1698,1788
2,1804,1721
2,1791,1774
2,1788,1841
2,1844,1771
2,1881,1841
2,1958,1744
2,1938,1711
2,1914,1691
2,1961,1681
2,2054,1625
2,1878,1731
2,2027,1678
2,2104,1631
2,2117,1501
2,2187,1521
2,2174,1558
2,2241,1601
2,2287,1658
2,2154,1661
2,2077,1708
2,2157,1708
2,2107,1791
2,2034,1798
2,2061,1828
2,2004,1884
2,1931,1821
2,1741,1974
2,1741,1998
2,1798,2021
2,1814,1938
2,1788,2044
2,1814,2081
2,1838,2057
2,1908,2044
2,1901,1984
2,1924,1954
2,1871,1908
2,1844,1958
2,1868,2101
2,1914,2124
2,1974,2167
2,1948,2007
2,2021,2064
2,2097,2041
2,1998,1998
2,2027,1918
2,2124,1878
2,2137,1914
2,2127,1974
2,2067,1908
2,2147,2087
2,2164,2047
2,2187,2097
2,2217,2071
2,2214,1904
2,2227,1864
2,2254,1901
2,2317,1981
2,2271,2021
2,2241,1981
2,2314,2054
2,2264,2081
2,2127,2134
2,2031,2147
2,2054,2231
2,2074,2277
2,2121,2241
2,2187,2187
2,1894,2460
2,1854,2467
2,1851,2500
2,1761,2474
2,1774,2507
2,1731,2534
2,1631,2524
2,1721,2570
2,1788,2540
2,1884,2537
2,1914,2564
2,1861,2597
2,1764,2594
2,1731,2610
2,1701,2634
2,1648,2604
2,1555,2624
2,1601,2657
2,1545,2700
2,1505,2760
2,1641,2727
2,1688,2733
2,1628,2860
2,1571,2947
2,1671,2993
2,1761,2897
2,1724,2867
2,1651,2810
2,1658,2777
2,1748,2763
2,1761,2713
2,1761,2644
2,1838,2644
2,1964,2584
2,2021,2630
2,1898,2697
2,1921,2753
2,2021,2700
2,2024,2773
2,1974,2750
