type,x,y
1,1031,375
1,1081,365
1,1167,623
1,1207,631
1,1287,739
1,1169,733
1,1169,757
1,1105,711
1,1001,697
1,1007,739
1,839,627
1,813,621
1,319,1111
1,357,1127
1,571,1263
1,543,1249
1,597,1281
1,679,1305
1,491,1417
1,467,1405
1,459,1733
1,433,1751
1,397,1739
1,641,1709
1,581,1783
1,591,1831
1,615,1869
1,613,1907
1,701,1919
1,703,1941
1,747,1881
1,771,1855
1,743,1819
1,1493,883
1,1683,813
1,1861,977
1,1959,1007
1,2073,833
1,2569,817
1,2517,855
1,2525,913
1,2507,929
1,2669,967
1,2695,887
1,1573,915
1,1835,937
1,3423,1135
1,3381,1165
1,3349,1183
1,3317,1169
1,3269,1169
1,3203,1199
1,3091,1199
1,3103,1283
1,3071,1271
1,3051,1207
1,2949,1221
1,2887,1233
1,2885,1275
1,2831,1285
1,2819,1263
1,2787,1265
1,2797,1313
1,2705,1345
1,2657,1401
1,2691,1419
1,2751,1389
1,2729,1377
1,2791,1397
1,2837,1363
1,2875,1367
1,2831,1485
1,2941,1419
1,3023,1375
1,3193,1645
1,3209,1549
1,3179,1487
1,3231,1347
1,3345,1477
1,3305,1395
1,3301,1227
1,3493,1193
1,3475,1145
1,3497,1157
1,3531,1165
1,3389,1211
1,3603,1235
1,3691,1263
1,3711,1323
1,3699,1351
1,3709,1401
1,3691,1387
1,3585,1385
1,3399,1639
1,3475,1569
1,3511,1591
1,3475,1657
1,3625,1665
1,3625,1697
1,3573,1717
1,3639,1759
1,3685,1777
1,3657,1699
1,3775,1603
1,3801,1781
1,3833,1821
1,3851,1883
1,3907,1899
1,3899,1945
1,3821,1927
1,3905,1783
1,3891,1817
1,3395,1595
1,3601,1637
1,3577,1587
1,3795,1833
1,2831,1435
1,2859,1229
1,3273,1629
1,3459,1633
1,3459,1495
1,3765,1625
1,3733,1411
1,3699,1283
1,1896,1655
1,1918,1643
2,1049,289
2,1013,275
2,1021,327
2,1083,329
2,1069,339
2,1039,355
2,1055,397
2,1029,407
2,1015,417
2,1039,453
2,1065,437
2,1099,411
2,1119,439
2,1147,433
2,1173,523
2,1127,493
2,1153,481
2,1123,507
2,1129,519
2,1141,565
2,1121,569
2,1167,575
2,1183,581
2,1221,603
2,1233,635
2,1265,651
2,1281,691
2,1307,711
2,1317,777
2,1287,777
2,1291,809
2,1249,795
2,1221,685
2,1243,739
2,1249,781
2,1215,793
2,1209,753
2,1187,717
2,1171,677
2,1137,657
2,1113,615
2,1093,569
2,1357,755
2,1323,787
2,1195,819
2,1171,801
2,1139,711
2,1115,757
2,1059,751
2,1045,707
2,1031,745
2,1097,671
2,849,525
2,843,491
2,819,503
2,811,549
2,869,577
2,277,1077
2,219,1055
2,205,1089
2,177,1059
2,169,1043
2,279,1105
2,387,1091
2,423,1117
2,435,1163
2,459,1127
2,469,1175
2,491,1195
2,349,1159
2,565,1205
2,549,1165
2,601,1201
2,507,1089
2,467,1243
2,431,1251
2,521,1299
2,567,1359
2,601,1391
2,643,1373
2,645,1407
2,667,1425
2,705,1429
2,705,1405
2,663,1379
2,581,1423
2,463,1335
2,425,1343
2,403,1301
2,429,1389
2,477,1279
2,691,1497
2,621,1477
2,525,1345
2,555,1357
2,475,1695
2,437,1693
2,411,1689
2,607,1249
2,641,1279
2,711,1685
2,667,1681
2,667,1705
2,625,1693
2,591,1705
2,573,1715
2,571,1743
2,551,1751
2,551,1789
2,565,1831
2,627,1835
2,613,1767
2,645,1805
2,647,1933
2,673,1893
2,665,1971
2,731,1971
2,749,1913
2,765,1897
2,809,1885
2,801,1847
2,821,1831
2,773,1801
2,715,1775
2,693,1723
2,741,1729
2,781,1735
2,813,1743
2,813,1777
2,843,1797
2,879,1809
2,889,1827
2,849,1843
2,903,1767
2,1367,833
2,1443,803
2,1467,833
2,1481,829
2,1501,853
2,1529,813
2,1543,833
2,1537,911
2,1549,895
2,1581,897
2,1557,937
2,1583,939
2,1601,939
2,1605,959
2,1641,949
2,1641,997
2,1653,981
2,1687,973
2,1635,923
2,1493,737
2,1367,699
2,1607,769
2,1635,773
2,1635,741
2,1649,741
2,1681,745
2,1675,779
2,1639,815
2,1627,843
2,1653,835
2,1801,949
2,1823,967
2,1867,945
2,1887,1011
2,1919,787
2,1853,803
2,1873,825
2,1905,867
2,1895,907
2,1955,921
2,1979,985
2,1921,1039
2,1945,1039
2,1947,1063
2,1917,1065
2,1991,1035
2,2001,1075
2,2027,1105
2,2049,1119
2,2041,1139
2,2067,1157
2,2019,1003
2,2143,1093
2,2105,1119
2,1977,763
2,1993,751
2,2011,731
2,2063,711
2,2051,741
2,2091,745
2,2077,747
2,2089,793
2,2053,791
2,2025,801
2,2039,819
2,2003,831
2,2011,845
2,2055,853
2,2081,867
2,2475,785
2,2451,777
2,2467,733
2,2481,731
2,2513,733
2,2513,749
2,2519,771
2,2587,781
2,2613,783
2,2603,813
2,2527,813
2,2501,831
2,2561,883
2,2495,909
2,2465,897
2,2641,801
2,2663,817
2,2685,839
2,2703,917
2,2719,967
2,2613,895
2,2649,811
2,2553,963
2,2555,979
2,2623,1023
2,2689,1009
2,2675,1035
2,2681,1095
2,2639,1075
2,2635,1117
2,2567,1131
2,2569,1153
2,2587,1165
2,2519,1169
2,2451,1163
2,2411,1109
2,2381,1093
2,2363,1137
2,2407,1171
2,2467,1127
2,2481,1081
2,2467,1019
2,2419,1037
2,2499,1011
2,2517,1041
2,2531,1065
2,2539,1121
2,2831,987
2,2851,1015
2,2801,1019
2,2773,1001
2,2779,1035
2,2743,1053
2,2747,1083
2,2749,1109
2,2723,1127
2,2777,1143
2,2775,1125
2,2801,1107
2,2827,1139
2,2859,1101
2,1027,1525
2,997,1527
2,967,1495
2,955,1521
2,927,1509
2,915,1525
2,895,1549
2,887,1599
2,885,1615
2,891,1641
2,907,1633
2,925,1631
2,929,1663
2,907,1671
2,931,1701
2,911,1721
2,967,1689
2,999,1705
2,987,1739
2,1013,1729
2,1015,1749
2,1051,1739
2,1057,1715
2,1035,1683
2,1041,1665
2,1039,1641
2,1059,1651
2,1077,1611
2,1057,1583
2,2741,1283
2,2703,1299
2,2727,1325
2,2687,1335
2,2711,1353
2,2651,1379
2,2681,1389
2,2667,1411
2,2629,1381
2,2651,1427
2,2689,1457
2,2729,1425
2,2753,1443
2,2741,1471
2,2795,1495
2,2811,1517
2,2759,1525
2,2735,1509
2,2811,1529
2,2823,1551
2,2841,1541
2,2857,1547
2,2857,1491
2,2841,1465
2,2815,1459
2,2835,1415
2,2831,1395
2,2857,1397
2,2879,1405
2,2809,1369
2,2779,1331
2,2793,1289
2,2865,1253
2,2917,1277
2,2977,1261
2,2985,1293
2,2953,1315
2,2931,1333
2,3007,1323
2,2941,1375
2,2989,1399
2,3003,1465
2,2929,1511
2,2933,1563
2,2891,1575
2,2955,1595
2,3031,1405
2,3083,1389
2,3085,1415
2,3127,1393
2,3131,1355
2,3101,1327
2,3005,1209
2,3013,1187
2,3007,1257
2,3113,1165
2,3151,1179
2,3123,1207
2,3181,1323
2,3155,1359
2,3183,1349
2,3203,1331
2,3189,1373
2,3177,1415
2,3147,1431
2,3193,1447
2,3119,1465
2,3201,1463
2,3243,1467
2,3243,1493
2,3243,1329
2,3241,1305
2,3029,1443
2,3049,1583
2,3053,1623
2,3023,1613
2,3133,1611
2,3167,1677
2,3203,1641
2,3239,1661
2,3225,1683
2,3275,1685
2,3293,1681
2,3303,1647
2,3331,1649
2,3233,1621
2,3211,1587
2,3185,1555
2,3225,1393
2,3223,1435
2,3253,1427
2,3249,1441
2,3291,1423
2,3281,1437
2,3317,1425
2,3297,1449
2,3281,1463
2,3297,1477
2,3291,1523
2,3295,1559
2,3317,1563
2,3325,1523
2,3351,1521
2,3347,1555
2,3367,1563
2,3399,1557
2,3419,1541
2,3445,1535
2,3413,1499
2,3395,1511
2,3385,1475
2,3395,1451
2,3371,1443
2,3347,1437
2,3363,1391
2,3337,1373
2,3331,1357
2,3315,1367
2,3269,1367
2,3379,1607
2,3347,1703
2,3325,1711
2,3309,1691
2,3279,1655
2,3373,1679
2,3415,1683
2,3439,1663
2,3447,1671
2,3441,1641
2,3437,1609
2,3429,1585
2,3411,1607
2,3487,1531
2,3513,1555
2,3533,1553
2,3499,1663
2,3481,1697
2,3269,1229
2,3277,1265
2,3349,1225
2,3379,1253
2,3375,1269
2,3363,1291
2,3311,1289
2,3403,1323
2,3389,1353
2,3405,1361
2,3409,1409
2,3443,1399
2,3473,1399
2,3487,1425
2,3513,1427
2,3531,1417
2,3465,1443
2,3479,1481
2,3513,1683
2,3531,1701
2,3485,1705
2,3445,1707
2,3579,1671
2,3605,1599
2,3633,1607
2,3601,1569
2,3573,1517
2,3621,1519
2,3637,1531
2,3661,1547
2,3697,1529
2,3677,1503
2,3641,1483
2,3711,1585
2,3675,1609
2,3661,1639
2,3681,1647
2,3655,1677
2,3711,1685
2,3715,1655
2,3735,1671
2,3419,1223
2,3439,1165
2,3577,1189
2,3559,1235
2,3511,1267
2,3471,1273
2,3441,1323
2,3479,1341
2,3507,1369
2,3531,1345
2,3511,1327
2,3539,1289
2,3559,1315
2,3565,1355
2,3631,1381
2,3647,1339
2,3645,1241
2,3599,1201
2,3671,1413
2,3749,1439
2,3707,1469
2,3751,1599
2,3731,1629
2,3745,1403
2,3675,1247
2,3577,1613
2,3587,1759
2,3611,1791
2,3751,1719
2,3749,1743
2,3719,1779
2,3691,1807
2,3667,1815
2,3749,1797
2,3779,1773
2,3799,1733
2,3815,1713
2,3859,1745
2,3857,1761
2,3821,1799
2,3761,1815
2,3791,1875
2,3763,1865
2,3739,1861
2,3775,1893
2,3819,1899
2,3827,1869
2,3847,1915
2,3893,1915
2,3919,1873
2,3901,1845
2,3863,1815
2,3757,1903
2,3973,1895
2,3971,1917
2,3971,1957
2,680,1771
2,622,1729
2,686,1835
2,1922,1739
2,1882,1729
2,1920,1767
2,1940,1705
