type,x,y
1,995,524
1,850,1037
1,868,1061
1,1043,989
1,850,1254
1,929,1170
1,820,1308
1,2021,1206
1,2069,1103
1,2129,1115
1,2166,1206
1,2274,995
1,2322,627
1,1556,941
1,1514,977
1,1435,639
1,1399,1224
1,1315,1200
1,1435,1302
1,1514,1296
1,1490,1290
1,1532,1327
1,1454,1399
1,1417,1411
1,1399,1441
1,1429,1489
1,1472,947
1,2184,838
1,2178,741
1,1979,934
1,1810,1218
1,2582,1158
1,2648,1176
1,2715,1230
1,2914,1128
1,2974,1176
1,3034,1134
1,3107,1200
1,3065,1218
1,3191,1266
1,3288,1363
1,3246,1417
1,3246,1441
1,3276,1459
1,2443,1236
1,2546,1321
1,2515,1387
1,2437,1435
1,2371,1393
1,2479,1423
1,2419,1483
1,2383,1508
1,2322,1471
1,2232,1441
1,2262,1550
1,2280,1610
1,2244,1743
1,2256,1851
1,2298,1821
1,2304,1797
1,2310,1731
1,2347,1791
1,2497,1809
1,3173,1465
1,3046,1417
1,3270,1646
1,3197,1598
1,3354,1658
1,2908,1869
1,2425,1882
1,2455,1966
1,2473,1996
1,2419,2026
1,2371,1978
1,2322,1972
1,2316,1930
1,2528,2063
1,2546,2020
1,2552,1966
1,2437,2153
1,2509,2165
1,2552,2171
1,2594,2195
1,2956,2105
1,2944,2026
1,3004,2189
1,2992,2213
1,2552,1556
1,2552,1055
1,1043,2575
1,941,2575
1,784,2672
1,850,2798
1,983,2714
1,1049,2654
1,760,2883
1,748,3046
1,657,3010
1,856,3106
1,850,2919
1,917,2925
1,663,3209
1,603,3178
1,1870,2696
1,1912,2690
1,1966,2654
1,1713,2817
1,1677,2672
1,1635,2636
1,1586,2666
1,1556,3058
1,1472,3058
1,1393,3215
1,2636,2509
1,2552,2569
1,2552,2624
1,2522,2660
1,2522,2702
1,2781,2702
1,2787,2925
1,2805,3022
1,3505,2841
1,3626,2804
1,3614,2726
1,3191,2744
1,3746,2859
1,3324,3106
1,3059,3257
1,3191,3450
1,3155,3492
1,3107,2316
1,3131,2256
1,3559,3154
1,3553,3227
1,3487,2961
1,3746,3197
1,3583,3299
1,3644,3335
1,3535,3353
1,3384,3426
1,3342,3408
1,3927,3372
1,3945,3347
1,3982,3347
1,3795,3408
1,4126,3456
1,4024,3516
1,3861,3631
1,3891,3739
1,3837,3715
1,3770,3691
1,3686,3733
1,4289,3733
1,4241,3926
1,3927,3812
1,3143,4035
1,3505,4270
1,3463,4270
1,3360,4270
1,3119,3848
1,3113,3788
1,3107,3758
1,3004,3679
1,2968,3643
1,2932,3462
1,2841,3552
1,2865,3559
