type,x,y
1,195,1790
1,84,1882
1,178,2182
1,137,2211
1,277,1960
1,318,1943
1,763,1858
1,823,1597
1,924,1577
1,956,1534
1,635,1384
1,780,805
1,683,747
1,760,687
1,850,663
1,823,621
1,637,728
1,900,1517
1,644,1197
1,707,1236
1,1642,839
1,895,365
2,91,2165
2,130,2098
2,89,2071
2,57,2018
2,130,2035
2,154,1977
2,77,1950
2,222,1989
2,96,1822
2,198,1739
2,176,1723
2,251,1609
2,289,1626
2,355,1604
2,277,1556
2,335,1505
2,260,1718
2,309,1742
2,328,1701
2,400,1744
2,391,1790
2,347,1776
2,263,1928
2,330,1882
2,369,1906
2,383,1829
2,415,1848
2,415,1931
2,425,1967
2,454,1981
2,461,1897
2,511,1994
2,555,2040
2,528,1984
2,642,2059
2,705,2020
2,664,1981
2,652,1931
2,504,1887
2,540,1856
2,560,1844
2,603,1882
2,620,1873
2,598,1824
2,661,1819
2,710,1858
2,726,1877
2,809,1870
2,900,1890
2,854,1882
2,777,1815
2,758,1788
2,726,1831
2,647,1776
2,685,1766
2,729,1747
2,681,1718
2,623,1723
2,615,1732
2,504,1735
2,521,1732
2,502,1696
2,499,1660
2,454,1631
2,388,1664
2,444,1691
2,417,1553
2,463,1531
2,492,1570
2,504,1609
2,514,1577
2,550,1568
2,560,1534
2,548,1517
2,536,1497
2,553,1626
2,555,1674
2,574,1640
2,615,1628
2,594,1560
2,620,1589
2,652,1606
2,637,1674
2,664,1669
2,673,1696
2,693,1662
2,697,1618
2,676,1616
2,738,1645
2,763,1696
2,789,1756
2,825,1781
2,830,1834
2,934,1822
2,927,1800
2,869,1732
2,871,1766
2,850,1698
2,809,1713
2,796,1662
2,905,1681
2,869,1679
2,1021,1706
2,1086,1732
2,1007,1650
2,1118,1669
2,1081,1628
2,1067,1602
2,1048,1570
2,1031,1524
2,994,1485
2,956,1490
2,961,1464
2,859,1635
2,864,1592
2,908,1616
2,915,1580
2,879,1546
2,830,1529
2,830,1502
2,804,1536
2,775,1551
2,770,1585
2,804,1580
2,823,1580
2,748,1507
2,707,1563
2,671,1553
2,625,1551
2,582,1507
2,586,1483
2,613,1512
2,652,1493
2,664,1510
2,652,1449
2,623,1452
2,722,1420
2,743,1452
2,864,1432
2,828,1454
2,804,1398
2,784,1393
2,726,1352
2,719,1323
2,741,1304
2,690,1338
2,639,1345
2,603,1398
2,565,1333
2,598,1292
2,603,1285
2,635,1282
2,635,1301
2,652,1306
2,673,1306
2,656,1277
2,681,1260
2,722,1258
2,702,1197
2,726,837
2,784,771
2,821,752
2,845,752
2,854,713
2,886,634
2,838,617
2,828,573
2,801,578
2,804,605
2,637,711
2,632,689
2,613,665
2,1301,1502
2,1296,1468
2,1316,1430
2,1243,1514
2,1202,1527
2,1149,1454
2,1156,1379
2,1062,1425
2,1021,1369
2,1002,1389
2,966,1369
2,968,1287
2,910,1253
2,862,1224
2,888,1168
2,838,1156
2,842,1043
2,835,989
2,857,905
2,871,883
2,883,851
2,857,847
2,949,730
2,1052,675
2,1139,682
2,1164,626
2,1132,619
2,1277,592
2,1289,653
2,1330,597
2,1359,585
2,1407,634
2,1468,667
2,1521,684
2,1516,747
2,1557,805
2,1564,897
2,1574,1011
2,1605,999
2,1627,888
2,1634,1110
2,1475,1350
2,1449,1425
2,1393,1461
2,922,440
2,973,493
2,1019,510
2,1043,464
2,1077,486
2,1130,505
2,1147,469
2,1217,457
2,1176,438
2,1253,421
2,1296,418
2,1270,360
2,1236,377
2,1304,355
2,1374,389
2,1391,343
2,1371,302
2,1357,232
2,1323,171
2,1197,128
2,1072,193
2,932,297
2,973,302
2,994,331
2,968,377
2,929,331
2,866,348
