type,x,y
1,227,69
1,173,81
1,283,209
1,347,371
1,327,387
1,241,499
1,251,531
1,243,545
1,251,561
1,289,523
1,381,487
1,365,665
1,399,677
1,467,685
1,523,711
1,463,733
1,423,767
1,1351,929
1,1311,963
1,1285,1029
1,1365,1067
1,1367,1045
1,1387,971
1,1311,935
1,1339,509
1,1309,453
2,259,37
2,265,55
2,225,43
2,195,17
2,211,63
2,165,45
2,137,53
2,145,77
2,127,77
2,115,103
2,183,55
2,403,139
2,403,163
2,375,173
2,317,219
2,297,217
2,291,233
2,259,227
2,251,233
2,239,225
2,249,283
2,227,287
2,197,307
2,141,315
2,119,351
2,173,379
2,161,363
2,175,345
2,197,349
2,219,343
2,275,343
2,295,329
2,321,299
2,355,305
2,359,281
2,387,291
2,351,263
2,373,245
2,427,239
2,417,299
2,423,327
2,415,355
2,383,383
2,375,329
2,365,339
2,343,347
2,301,367
2,277,399
2,277,375
2,247,361
2,231,367
2,227,391
2,233,423
2,197,415
2,277,433
2,243,443
2,149,451
2,129,471
2,193,451
2,205,479
2,335,455
2,349,485
2,337,517
2,285,487
2,365,519
2,329,559
2,281,591
2,315,627
2,337,599
2,261,653
2,227,601
2,167,601
2,157,629
2,171,669
2,181,689
2,185,703
2,189,729
2,231,711
2,261,711
2,301,711
2,227,665
2,335,725
2,313,737
2,279,739
2,371,763
2,357,787
2,335,801
2,317,791
2,333,771
2,255,749
2,285,797
2,251,789
2,221,805
2,243,815
2,233,837
2,253,849
2,265,863
2,437,745
2,1389,915
2,1381,937
2,1403,947
2,1419,989
2,1371,997
2,1409,1049
2,1277,965
2,1271,991
2,1305,1051
2,1329,899
2,1257,357
2,1277,357
2,1285,377
2,1299,389
2,1307,409
2,1277,403
2,1289,429
2,1253,413
2,1257,387
2,1243,349
2,1243,443
2,1247,467
2,1265,547
2,1295,569
2,1327,609
2,1339,603
2,1365,605
2,1347,543
2,1419,603
2,1431,579
2,1437,563
2,1413,515
2,1391,495
2,1367,439
2,1407,455
2,1447,469
