type,x,y
1,1424,127
1,1457,158
1,1471,146
1,1595,220
1,1540,218
1,1463,222
1,1480,241
1,1471,267
1,1411,247
1,1345,212
1,1316,253
1,1339,284
1,1302,296
1,1248,288
1,1204,286
1,1165,280
1,1239,208
1,1237,173
1,1227,360
1,1177,370
1,1186,426
1,1128,467
1,1215,471
1,1217,545
1,1266,566
1,1314,459
1,1295,420
1,1382,350
1,1399,389
1,1469,376
1,1494,358
1,1515,325
1,1546,282
1,1546,319
1,1542,284
1,1564,249
1,1608,313
1,1585,327
1,1610,366
1,1627,387
1,1645,414
1,1668,370
1,1703,282
1,1718,282
1,1771,381
1,1805,374
1,1838,533
1,1811,541
1,1811,572
1,1699,519
1,1697,550
1,1579,471
1,1660,512
1,1624,512
1,1655,572
1,1583,554
1,1515,512
1,1467,488
1,1405,482
1,1397,463
1,1488,418
1,1519,428
1,1364,531
1,1399,531
1,1415,537
1,1432,552
1,1372,566
1,1339,587
1,1366,605
1,1397,628
1,1409,603
1,1401,655
1,1465,661
1,1498,700
1,1538,632
1,1556,685
1,1575,659
1,1598,638
1,1037,920
1,1088,947
1,1053,970
1,1068,997
1,1134,1003
1,1142,1036
1,1117,1056
1,1101,1089
1,1003,970
1,958,955
1,883,972
1,1003,988
1,999,1015
1,1010,1036
1,977,1050
1,1045,1130
1,956,1122
1,904,1075
1,817,1056
1,794,1079
1,788,1058
1,805,1036
1,805,1128
1,856,1244
1,956,1182
1,993,1194
1,1084,1172
1,1082,1207
1,1003,1240
1,995,1271
1,972,1252
1,815,1271
1,823,1299
1,788,1297
1,761,1238
1,736,1223
1,608,1236
1,678,1258
1,598,1291
1,637,1326
1,716,1297
1,774,1324
1,809,1324
1,807,1365
1,1215,1172
1,1295,1207
1,1223,1217
1,1239,1236
1,1200,1236
1,1157,1225
1,1161,1246
1,1148,1271
1,1117,1260
1,1115,1248
1,1103,1301
1,1074,1343
1,1041,1415
1,1018,1425
1,1103,1392
1,1159,1406
1,1279,1285
1,1324,1246
1,1349,1287
1,1405,1271
1,1409,1308
1,1388,1316
1,1372,1351
1,1366,1384
1,1308,1376
1,1409,1442
1,1368,1452
1,1324,1477
1,1341,1518
1,1314,1540
1,1264,1571
1,1233,1586
1,1231,1551
1,1188,1584
1,1175,1547
1,1138,1567
1,1090,1526
1,1113,1501
1,1113,1493
1,1113,1466
1,1084,1481
1,1444,1378
1,1589,1081
1,1519,1079
1,1477,1108
1,1506,1143
1,1480,1151
1,1455,1135
1,1451,1168
1,1604,1196
1,1637,1130
1,1660,1161
1,1680,1157
1,1695,1133
1,1738,1147
1,1786,1100
1,1813,1163
1,1802,1188
1,1780,1184
1,1676,1246
1,1730,1293
1,1728,1318
1,1684,1303
1,1687,1336
1,1740,1347
1,1740,1392
1,1713,1423
1,1678,1361
1,1645,1425
1,1624,1380
1,1610,1328
1,1573,1378
1,1591,1400
1,1604,1423
1,1533,1388
1,1486,1336
1,1459,1291
1,1465,1271
1,1498,1256
1,1509,1221
1,1548,1246
1,490,1409
1,434,1413
1,407,1460
1,356,1435
1,358,1464
1,529,1481
1,500,1472
1,494,1497
1,509,1520
1,542,1555
1,463,1547
1,498,1575
1,540,1575
1,531,1582
1,542,1598
1,575,1590
1,569,1633
1,542,1650
1,542,1666
1,503,1670
1,503,1707
1,457,1650
1,476,1590
1,434,1615
1,424,1639
1,393,1660
1,364,1641
1,391,1757
1,300,1800
1,260,1792
1,196,1812
1,184,1771
1,171,1726
1,132,1734
1,140,1763
1,157,1687
1,134,1652
1,132,1683
1,101,1643
1,68,1639
1,86,1586
1,122,1594
1,165,1606
1,186,1643
1,95,1553
1,146,1489
1,146,1534
1,120,1460
1,1610,280
1,1834,490
1,1817,506
1,1695,467
1,1716,570
1,1486,379
1,1451,183
1,1451,426
1,1477,451
1,1444,477
1,1217,253
1,1318,636
1,1482,589
1,1722,1100
1,1709,1357
1,1699,1442
1,1037,1394
1,1088,1452
1,1076,1466
1,1198,1501
1,1136,1610
1,1099,1594
1,1397,1503
1,1028,1279
1,838,1371
1,608,1499
1,631,1567
1,612,1596
1,573,1553
1,142,1423
2,1393,125
2,1413,150
2,1432,160
2,1509,133
2,1529,154
2,1531,177
2,1569,175
2,1598,177
2,1604,201
2,1635,195
2,1662,218
2,1687,232
2,1693,259
2,1655,271
2,1757,309
2,1742,331
2,1718,319
