type,x,y
1,1002,513
1,858,1027
1,876,1051
1,1050,979
1,858,1245
1,936,1160
1,828,1299
1,2024,1196
1,2072,1094
1,2132,1106
1,2168,1196
1,2276,985
1,2324,616
1,1561,930
1,1519,967
1,1441,628
1,1405,1215
1,1321,1190
1,1441,1293
1,1519,1287
1,1495,1281
1,1537,1317
1,1459,1390
1,1423,1402
1,1405,1432
1,1435,1481
1,1477,936
1,2186,827
1,2180,731
1,1982,924
1,1814,1209
1,2583,1148
1,2649,1166
1,2715,1221
1,2913,1118
1,2973,1166
1,3034,1124
1,3106,1190
1,3064,1209
1,3190,1257
1,3286,1354
1,3244,1408
1,3244,1432
1,3274,1451
1,2445,1227
1,2547,1311
1,2517,1378
1,2439,1426
1,2372,1384
1,2481,1414
1,2421,1475
1,2384,1499
1,2324,1463
1,2234,1432
1,2264,1541
1,2282,1602
1,2246,1735
1,2258,1844
1,2300,1814
1,2306,1789
1,2312,1723
1,2348,1783
1,2499,1801
1,3172,1457
1,3046,1408
1,3268,1638
1,3196,1590
1,3352,1650
1,2907,1862
1,2427,1874
1,2457,1959
1,2475,1989
1,2421,2019
1,2372,1971
1,2324,1965
1,2318,1922
1,2529,2056
1,2547,2013
1,2553,1959
1,2439,2146
1,2511,2158
1,2553,2164
1,2595,2189
1,2955,2098
1,2943,2019
1,3004,2183
1,2991,2207
1,2553,1547
1,2553,1045
1,1050,2570
1,948,2570
1,792,2667
1,858,2794
1,990,2709
1,1056,2648
1,768,2878
1,756,3042
1,666,3005
1,864,3102
1,858,2915
1,924,2921
1,672,3205
1,612,3175
1,1874,2691
1,1916,2685
1,1970,2648
1,1717,2812
1,1681,2667
1,1639,2630
1,1591,2661
1,1561,3054
1,1477,3054
1,1399,3211
1,2637,2503
1,2553,2564
1,2553,2618
1,2523,2655
1,2523,2697
1,2781,2697
1,2787,2921
1,2805,3018
1,3502,2836
1,3623,2800
1,3611,2721
1,3190,2739
1,3743,2854
1,3322,3102
1,3058,3253
1,3190,3447
1,3154,3489
1,3106,2310
1,3130,2249
1,3556,3151
1,3550,3223
1,3484,2957
1,3743,3193
1,3580,3296
1,3641,3332
1,3532,3350
1,3382,3423
1,3340,3405
1,3923,3368
1,3941,3344
1,3977,3344
1,3791,3405
1,4121,3453
1,4019,3514
1,3857,3629
1,3887,3737
1,3833,3713
1,3767,3689
1,3683,3731
1,4284,3731
1,4236,3925
1,3923,3810
1,3142,4034
1,3502,4270
1,3460,4270
1,3358,4270
1,3118,3846
1,3112,3786
1,3106,3756
1,3004,3677
1,2967,3641
1,2931,3459
1,2841,3550
1,2865,3556
1,2901,3689
1,2817,3719
1,2811,3822
1,2817,3895
1,2823,3967
1,2847,4076
1,2805,4058
1,2691,4028
1,2709,4119
1,2667,4282
1,2715,4336
1,2667,4439
1,2577,4336
1,3659,4488
1,3959,4699
1,3887,4712
1,2403,4645
1,2427,4669
1,2366,4681
1,2397,4808
1,2342,4814
1,2276,4881
1,2252,4784
1,2222,4917
1,2342,4143
1,2282,4131
1,2276,4161
1,2162,4185
1,2150,4131
1,2126,4100
1,1982,4070
1,1994,4221
1,2114,4318
1,2156,4349
1,2198,4433
1,2228,4512
1,2276,4433
1,2348,4349
1,2372,4318
1,2024,4457
1,2012,4524
1,2054,4554
1,2138,4615
1,2120,4633
1,1982,4621
1,2018,4730
1,1741,4560
1,1789,4603
1,1315,1324
1,2324,670
1,2805,1184
1,3238,1330
1,3136,1354
1,3016,1541
1,2685,2110
1,2619,1898
1,3382,3132
1,3232,3381
1,3298,3435
1,3046,3368
1,3989,3387
1,3076,3574
1,3490,4826
1,1663,2903
1,2048,4119
1,1838,4929
1,1820,4966
1,1868,59
1,1928,126
1,1507,168
1,2889,912
1,2889,954
1,2943,948
1,2991,1045
1,2715,1015
1,660,3804
1,696,3883
1,660,3992
1,672,4076
1,732,4052
1,846,4149
1,750,4131
1,1020,4506
1,942,4518
1,978,4391
1,1086,4482
1,1110,4512
1,1104,4584
1,1122,4669
1,1146,4651
1,1309,4875
1,1309,4947
1,1441,5014
1,1363,5002
1,1237,4923
1,575,3756
1,449,3586
2,509,561
2,545,543
2,672,531
2,780,519
2,804,483
2,888,464
2,912,495
2,930,537
2,858,531
2,834,543
2,1050,543
2,996,561
2,1020,598
2,1116,610
2,1128,640
2,1128,670
2,1164,640
2,1225,682
2,1231,694
2,1201,737
2,1182,712
2,1207,773
2,1164,773
2,1110,737
2,1002,652
2,948,652
2,906,652
2,786,670
2,696,676
2,521,628
2,551,719
2,515,743
2,467,694
2,690,773
2,690,809
2,750,797
2,804,797
2,816,809
2,846,773
2,924,749
2,924,797
2,846,821
2,852,852
2,906,833
2,1002,803
2,1002,833
2,1002,858
2,1032,894
2,972,906
2,876,924
2,804,906
2,798,979
2,762,1021
2,672,1021
2,612,912
2,587,954
2,648,1118
2,708,1148
2,780,1118
2,858,1166
2,894,1160
2,852,1136
2,870,1088
2,1020,1051
2,1026,1088
2,1104,1106
2,978,1069
2,1116,1009
2,1092,948
2,1098,815
2,1098,779
2,1056,743
2,1002,700
2,1014,664
2,1255,840
2,1201,833
2,1176,809
2,1164,864
2,1188,870
2,1237,876
2,1237,894
2,1176,900
2,1176,942
2,1201,954
2,1255,948
2,1327,900
2,1375,991
2,1369,967
2,1345,979
2,1345,1003
2,1309,948
2,1285,1039
2,1188,1009
2,1195,1063
2,1225,1088
2,1249,1118
2,1321,1118
2,1321,1142
2,1357,1124
2,1471,1075
2,1489,1118
2,1417,1106
2,1387,1209
2,1339,1184
2,1297,1184
2,1219,1166
2,1170,1130
2,1152,1142
2,1128,1166
2,1092,1209
2,1044,1239
2,984,1233
2,972,1184
2,936,1227
2,912,1233
2,924,1287
2,918,1330
2,894,1330
2,894,1372
2,858,1342
2,810,1354
2,792,1360
2,822,1396
2,1026,1293
2,996,1305
2,1026,1348
2,1044,1408
2,966,1408
2,984,1445
2,1002,1481
2,924,1438
2,978,1517
2,954,1553
2,882,1529
2,858,1584
2,930,1590
2,732,1541
2,1092,1463
2,1062,1487
2,1086,1517
2,1122,1481
2,1164,1469
2,1231,1457
2,1231,1438
2,1213,1402
2,1273,1390
2,1152,1281
2,1201,1299
2,1273,1227
2,1417,1263
2,1357,1324
2,1381,1354
2,1381,1390
2,1369,1487
2,1291,1487
2,882,1590
2,1459,356
2,1549,319
2,1591,386
2,1657,386
2,1633,301
2,1705,398
2,1753,392
2,1711,325
2,1759,337
2,1777,434
2,1862,380
2,1886,404
2,1856,434
2,1826,470
2,1874,470
2,1934,416
2,1711,446
2,1711,464
2,1729,513
2,1759,537
2,1699,537
2,1633,464
2,1561,483
2,1513,434
2,1495,458
2,1417,446
2,1447,470
2,1477,585
2,1477,555
2,1447,573
2,1471,682
2,1531,694
2,1477,749
2,1507,833
2,1531,852
2,1639,791
2,1615,725
2,1657,694
2,1615,646
2,1585,561
2,1639,555
2,1802,640
2,1838,591
2,2006,489
2,2042,489
2,2144,579
2,2114,610
2,2180,640
2,2132,676
2,2078,682
2,2030,694
2,1988,646
2,1946,652
2,1916,616
2,1886,749
2,1838,791
2,1777,743
2,1747,731
2,1699,712
2,1657,840
2,1675,809
2,1747,870
2,1765,894
2,1741,906
2,1681,973
2,1633,1003
2,1844,888
2,1856,936
2,1910,979
2,1946,930
2,1940,840
2,1982,864
2,2036,809
2,2090,815
2,2096,755
2,2030,755
2,2150,791
2,2234,719
2,2312,761
2,2378,870
2,2318,840
2,2198,846
2,2180,961
2,2150,924
2,2060,918
2,1994,967
2,1952,985
2,1844,1009
2,1838,1088
2,1802,1051
2,1729,1051
2,1645,1051
2,1681,1088
2,1735,1184
2,1862,1233
2,1916,1311
2,1777,1251
2,1958,1166
2,1940,1075
2,1916,1069
2,1934,1039
2,2030,1027
2,2066,979
2,2198,1003
2,2234,1082
2,2204,1124
2,2030,1239
2,2084,1239
2,2300,1027
2,2547,1130
2,2517,1184
2,2354,1305
2,2421,1317
2,2571,1245
2,2649,1239
2,2667,1233
2,2763,1124
2,2865,1184
2,2865,1136
2,2787,1233
2,2757,1305
2,2805,1305
2,2907,1305
2,2907,1227
2,2949,1269
2,3046,1281
2,3082,1245
2,3148,1287
2,2937,1384
2,2805,1384
2,2727,1402
2,2667,1426
2,2667,1378
2,2583,1330
2,2348,1529
2,2228,1529
2,2204,1596
2,2553,1396
2,2577,1432
2,2523,1469
2,2517,1529
2,2481,1578
2,2457,1644
2,2415,1584
2,2360,1553
2,2342,1614
2,2378,1632
2,2390,1674
2,2390,1705
2,2240,1693
2,2427,1747
2,2366,1729
2,2511,1638
2,2547,1608
2,2595,1590
2,2637,1626
2,2613,1547
2,2703,1493
2,2769,1432
2,2865,1457
2,3004,1414
2,3130,1432
2,3106,1505
2,3208,1523
2,3256,1529
2,3148,1566
2,3124,1596
2,3088,1608
2,3106,1644
2,3184,1644
2,3244,1693
2,3316,1723
2,3298,1735
2,3274,1777
2,3334,1777
2,2967,1529
2,2913,1529
2,2889,1463
2,2835,1535
2,2865,1578
2,2919,1578
2,2967,1608
2,2991,1668
2,3016,1693
2,3208,1741
2,3208,1826
2,3148,1747
2,3130,1789
2,3106,1717
2,3082,1735
2,3184,1910
2,3064,1826
2,3004,1753
2,2937,1687
2,2877,1699
2,2841,1674
2,2817,1638
2,2739,1590
2,2697,1566
2,2685,1608
2,2661,1674
2,2571,1717
2,2781,1656
2,2739,1680
2,2745,1747
2,2763,1777
2,2685,1826
2,2625,1795
2,2535,1814
2,2751,1862
2,2781,1832
2,2763,1874
2,2697,1880
2,2697,1941
2,2745,1971
2,2799,1995
2,2853,1983
2,2354,1844
2,2378,1922
2,2463,1916
2,2571,1898
2,2523,1935
2,2433,2098
2,2523,2098
2,2691,2056
2,2793,2092
2,2745,2134
2,2805,2177
2,2715,2195
2,2673,2213
2,2691,2140
2,2901,2080
2,2865,2068
2,2877,2001
2,2979,2062
2,2979,2116
2,2883,2146
2,2871,2207
2,2787,2195
2,2787,2243
2,2961,2249
2,2919,2219
2,2937,2195
2,2895,2273
2,2889,2298
2,2991,1959
2,3058,1922
2,2865,1826
2,2835,1729
2,3100,1965
2,3088,2007
2,3094,2110
2,2739,2255
2,2895,2298
2,2841,2352
2,3016,2267
2,2745,2515
2,2697,2546
2,2697,2588
2,2649,2594
2,2613,2564
2,2547,2594
2,2517,2588
2,2595,2685
2,2607,2630
2,2529,2709
2,2589,2751
2,2655,2709
2,2679,2763
2,2715,2606
2,2775,2588
2,2769,2739
2,2733,2757
2,2775,2667
2,2829,2715
2,2805,2739
2,2883,2763
2,2853,2800
2,2715,2836
2,2998,2709
2,3058,2709
2,2931,2709
2,3160,2715
2,3148,2800
2,3058,2806
2,3268,2721
2,3256,2788
2,2877,2890
2,2739,2915
2,2799,2969
2,2733,3018
2,2841,2945
2,2691,2981
2,2697,2903
2,2865,3030
2,3142,2987
2,3106,2957
2,3100,2999
2,3238,2927
2,3190,2872
2,3220,2854
2,3298,2903
2,3322,2878
2,3328,2812
2,3352,2769
2,3382,2830
2,3442,2848
2,3460,2878
2,3490,2776
2,3466,2788
2,3448,2757
2,3454,2721
2,3586,2727
2,3689,2794
2,3677,2848
2,3785,2788
2,3743,2800
2,3568,2866
2,3550,2909
2,3526,2969
2,3490,3005
2,3442,3011
2,3370,3024
2,3316,2951
2,3316,2999
2,2907,3066
2,2973,3054
2,2739,3060
2,2799,3108
2,2829,3145
2,2877,3132
2,2943,3139
2,2991,3187
2,2865,3187
2,2871,3217
2,2998,3247
2,2979,3284
2,2913,3290
2,2877,3314
2,2907,3229
2,3322,3054
2,3286,3084
2,2961,2890
2,2949,2981
2,3400,3096
2,3310,3145
2,3220,3205
2,3232,3253
2,3256,3314
2,3370,3205
2,3322,3235
2,3076,3284
2,3058,3326
2,3082,3362
2,3040,3405
2,3016,3368
2,3004,3423
2,2949,3393
2,2991,3526
2,3082,3471
2,3112,3399
2,3130,3338
2,3154,3320
2,3184,3399
2,3304,3290
2,3484,3102
2,3430,3132
2,3460,3217
2,3502,3229
2,3478,3284
2,3430,3302
2,3376,3344
2,3424,3356
2,3496,3350
2,3821,3193
2,3773,3272
2,3683,3260
2,3791,3314
2,3827,3302
2,3917,3229
2,3935,3302
2,3989,3290
2,4049,3356
2,4079,3381
2,4079,3423
2,3875,3405
2,3701,3441
2,3947,3465
2,4200,3477
2,4133,3411
2,3989,3538
2,3941,3532
2,4085,3477
2,3845,3526
2,3791,3502
2,3809,3568
2,3611,3387
2,3550,3368
2,3478,3399
2,3274,3417
2,3298,3502
2,3256,3483
2,3268,3550
2,3178,3574
2,3196,3538
2,3076,3538
2,3010,3562
2,3022,3580
2,2913,3610
2,2883,3580
2,2883,3526
2,3340,3562
2,3280,3586
2,3304,3623
2,3346,3647
2,3238,3635
2,3010,3647
2,2973,3725
2,3040,3725
2,3022,3774
2,2967,3798
2,2931,3792
2,2865,3786
2,3382,3453
2,3430,3483
2,3430,3520
2,3502,3544
2,3544,3502
2,3562,3453
2,4163,3544
2,4037,3598
2,3965,3623
2,3905,3623
2,3929,3659
2,3983,3701
2,4001,3629
2,4025,3701
2,4073,3653
2,4266,3586
2,4230,3623
2,4242,3671
2,4290,3629
2,4200,3731
2,4157,3762
2,4151,3810
2,4025,3834
2,3977,3780
2,3923,3671
2,3935,3719
2,3839,3780
2,3857,3731
2,4109,3865
2,4067,3925
2,4025,3871
2,4013,3931
2,4236,3846
2,4284,3871
2,4272,3798
2,4248,3744
2,4133,3647
2,4193,3647
2,3580,3610
2,3382,3580
2,3370,3659
2,3442,3653
2,3286,3677
2,3208,3677
2,3526,3653
2,3526,3701
2,3574,3695
2,3580,3731
2,3653,3701
2,3635,3635
2,3683,3502
2,3731,3610
2,3761,3768
2,3773,3792
2,3785,3828
2,3803,3846
2,3899,3907
2,3917,4010
2,3941,3949
2,4109,3973
2,4067,3967
2,4055,4022
2,4212,4016
2,4272,3967
2,4133,4040
2,4169,4076
2,4157,4125
2,4079,4088
2,4007,4076
2,3058,3834
2,3064,3786
2,2889,3840
2,2943,3852
2,2979,3883
2,2955,3931
2,2931,3998
2,2811,3992
2,2733,3979
2,2715,3943
2,2763,3907
2,2745,3871
2,2751,3828
2,3070,3883
2,3028,3992
2,3136,3967
2,3070,4010
2,3088,4040
2,3058,4070
2,3004,4119
2,2949,4100
2,3172,4010
2,3256,3998
2,3220,3992
2,3196,3943
2,3238,3919
2,3322,4149
2,3298,4076
2,3214,4046
2,3244,4094
2,3220,4155
2,3196,4179
2,3148,4094
2,3070,4143
2,3304,4173
2,3298,4234
2,3238,4215
2,3190,4228
2,3130,4221
2,3106,4264
2,3028,4221
2,3016,4197
2,2943,4215
2,2865,4161
2,2835,4167
2,2643,4143
2,2613,4191
2,2619,4228
2,2763,4107
2,2775,4149
2,2769,4203
2,2799,4246
2,2853,4270
2,2895,4252
2,2925,4294
2,2817,4300
2,2817,4324
2,2739,4294
2,2715,4264
2,2817,4342
2,2859,4379
2,2739,4379
2,3004,4294
2,3106,4312
2,3274,4246
2,3304,4306
2,3352,4349
2,3256,4324
2,3274,4367
2,3208,4397
2,3424,4330
2,3394,4379
2,3448,4355
2,3466,4379
2,3659,4288
2,3629,4288
2,3550,4300
2,3599,4355
2,3599,4385
2,3532,4433
2,3466,4433
2,3382,4433
2,3322,4457
2,3262,4439
2,3208,4433
2,3232,4488
2,3130,4451
2,3082,4463
2,2991,4367
2,2973,4403
2,2913,4379
2,2877,4433
2,2817,4433
2,2751,4403
2,2583,4397
2,2643,4427
2,2547,4445
2,2523,4385
2,2619,4548
2,2685,4494
2,2661,4584
2,2553,4621
2,2517,4572
2,2421,4566
2,2775,4482
2,2787,4500
2,2859,4512
2,2931,4512
2,2889,4566
2,2913,4584
2,2889,4633
2,2781,4651
2,2817,4554
2,2793,4584
2,2733,4572
2,2829,4687
2,2769,4754
2,2739,4730
2,2673,4742
2,2631,4760
2,2559,4742
2,2475,4693
2,2354,4766
2,2294,4730
2,2162,4851
2,2180,4947
2,2421,4911
2,2487,4845
2,2511,4790
2,2571,4814
2,2589,4857
2,2655,4826
2,2613,4917
2,2535,4929
2,2481,4954
2,2697,4881
2,2775,4808
2,2841,4833
2,2865,4766
2,2925,4730
2,2919,4820
2,2961,4814
2,2985,4826
2,2991,4863
2,2949,4899
2,3022,4748
2,3052,4705
2,3040,4627
2,3112,4633
2,3160,4615
2,3166,4560
2,3214,4548
2,3286,4518
2,3346,4518
2,3436,4470
2,3478,4488
2,3562,4470
2,3550,4512
2,3490,4572
2,3412,4548
2,3406,4584
2,3370,4603
2,3304,4584
2,3256,4572
2,3286,4663
2,3226,4645
2,3208,4693
2,3160,4730
2,3088,4693
2,3088,4796
2,3106,4736
2,3136,4802
2,3184,4778
2,3250,4760
2,3340,4699
2,3436,4663
2,3436,4712
2,3370,4736
2,3376,4790
2,3424,4796
2,3562,4772
2,3550,4693
2,3635,4748
2,3635,4687
2,3647,4651
2,3665,4584
2,3611,4560
2,3677,4778
2,3767,4742
2,3803,4669
2,3893,4657
2,3881,4536
2,3923,4530
2,3977,4591
2,3983,4554
2,3749,4784
2,888,2612
2,888,2642
2,942,2685
2,744,2800
2,894,2854
2,798,2933
2,798,2999
2,702,2897
2,654,2921
2,738,3096
2,732,3145
2,696,3084
2,672,3145
2,732,3181
2,810,3157
2,810,3187
2,834,3235
2,696,3284
2,660,3308
2,702,3362
2,726,3405
2,690,3332
2,762,3266
2,1717,2576
2,1747,2612
